,id,Price Range
3532,d10332966,$$ - $$$
3533,d13239044,$$ - $$$
3534,d12694928,$$ - $$$
3535,d11044959,$$ - $$$
3536,d6456682,$
3537,d1039351,$
3538,d10617553,$$ - $$$
3539,d7629582,$$ - $$$
3540,d13236358,$
3541,d8603981,$$ - $$$
3542,d13327761,
3543,d5509360,$
3544,d10838865,
3545,d6635103,$
3546,d8669950,$
3547,d5572687,
3548,d10079515,
3549,d13090092,$
3550,d7814139,$$ - $$$
3551,d10456901,
3552,d7892893,
3553,d5982113,$$ - $$$
3554,d11914481,$$ - $$$
3555,d10214378,$$ - $$$
3556,d2439566,$
3557,d8338534,
3558,d8463610,
3559,d11932386,$$ - $$$
3560,d9587018,$$ - $$$
3561,d5243226,
3562,d12315958,
3563,d3609984,
3564,d10453899,
3565,d9990090,$$ - $$$
3566,d8773628,
3567,d12702853,$$ - $$$
3568,d12801419,
3569,d8516221,
3570,d5988347,
3571,d8707456,
3572,d3648199,
3573,d6577618,
3574,d10276602,$
3575,d944580,
3576,d4770056,
3577,d9712381,$$ - $$$
3578,d13220609,$$ - $$$
3579,d9975834,$$ - $$$
3580,d5443361,$
3581,d12908818,$
3582,d954325,
3583,d1039348,$
3584,d11700457,
3585,d8397475,$
3586,d10468664,$
3587,d11737406,
3588,d10763563,
3589,d8089203,$
3590,d10084553,$$ - $$$
3591,d10145653,$
3592,d4055970,
3593,d8491751,$$ - $$$
3594,d3611385,
3595,d11677886,
3596,d7124030,
3597,d11772793,$
3598,d5048805,
3599,d5048802,
3600,d7303597,
3601,d9846538,$$ - $$$
3602,d13007626,
3603,d1346452,$$ - $$$
3604,d4598159,
3605,d886816,
3606,d10092998,
3607,d10153898,
3608,d4561240,
3609,d2307161,
3610,d4770041,
3611,d6999227,$$ - $$$
3612,d12644299,
3613,d6994732,$$ - $$$
3614,d5513947,$
3615,d12357368,$
3616,d12904026,$$ - $$$
3617,d10509786,$$ - $$$
3618,d12437980,
3619,d10780634,
3620,d13139768,$$ - $$$
3621,d6868910,
3622,d8338481,$
3623,d5243316,
3624,d7676597,$$$$
3625,d808558,
3626,d10380024,
3627,d959091,$$ - $$$
3628,d7124713,
3629,d13313707,$$ - $$$
3630,d13125675,
3631,d3498715,
3632,d6033925,
3633,d12058160,
3634,d7178335,
3635,d13126079,$$ - $$$
3636,d2008527,
3637,d12846131,$
3638,d9748123,
3639,d10302453,
3640,d7623482,
3641,d8018787,
3642,d12981140,
3643,d8339935,
3644,d9994264,$$ - $$$
3645,d9802625,$
3646,d981805,
3647,d7710502,
3648,d5220238,
3649,d945300,
3650,d1334300,
3651,d4762589,$$ - $$$
3652,d6680272,$
3653,d7917841,$
3654,d7246425,$
3655,d5894983,
3656,d5861784,$
3657,d12559641,$$ - $$$
3658,d5524876,$$ - $$$
3659,d8731904,$$ - $$$
3660,d7940490,$
3661,d12330132,
3662,d10373036,$$ - $$$
3663,d6553222,
3664,d5979455,$$ - $$$
3665,d6514472,$
3666,d4769281,$$ - $$$
3667,d5122825,$
3668,d12857183,$
3669,d5489021,
3670,d10225695,
3671,d5002881,
3672,d12406954,
3673,d10310333,$$ - $$$
3674,d6420170,$$ - $$$
3675,d12186479,$
3676,d12233186,$$ - $$$
3677,d1905263,
3678,d12400902,
3679,d7096186,
3680,d10643047,
3681,d10090935,$$ - $$$
3682,d5897282,
3683,d5122024,
3684,d8591199,$$ - $$$
3685,d11718304,
3686,d10328491,$
3687,d12670673,$$ - $$$
3688,d5512519,$$ - $$$
3689,d6384182,
3690,d1051991,
3691,d2292627,$
3692,d11726692,
3693,d2350990,
3694,d4149068,
3695,d8338615,
3696,d10810357,$
3697,d8771795,
3698,d12981974,$$ - $$$
3699,d8669398,
3700,d8444438,
3701,d11749811,
3702,d1350447,$$ - $$$
3703,d7617636,
3704,d7153938,
3705,d7817857,$$ - $$$
3706,d12146830,$$ - $$$
3707,d10151231,$$ - $$$
3708,d10273776,$
3709,d8610918,$
3710,d8586972,$$ - $$$
3711,d13169262,$$ - $$$
3712,d13126274,
3713,d12147333,
3714,d8737348,
3715,d8434474,
3716,d11921719,$$ - $$$
3717,d11773873,$$ - $$$
3718,d877245,$
3719,d7693548,$
3720,d5776107,$$ - $$$
3721,d8799214,
3722,d7274301,$
3723,d13196881,
3724,d8068669,
3725,d5122705,
3726,d12982741,$$ - $$$
3727,d8534663,$$ - $$$
3728,d11910921,
3729,d4923312,
3730,d10737209,$$ - $$$
3731,d11965233,
3732,d3605468,
3733,d12670532,
3734,d1522151,
3735,d2720541,
3736,d10041438,$$ - $$$
3737,d8262489,$
3738,d6732755,$$ - $$$
3739,d12158078,$$ - $$$
3740,d2490326,$$ - $$$
3741,d7656418,$$ - $$$
3742,d1044884,
3743,d8684377,$
3744,d6920126,
3745,d1961665,
3746,d6223165,
3747,d12173633,
3748,d4769189,
3749,d9872344,$$ - $$$
3750,d13142340,
3751,d12481595,$$$$
3752,d4916072,
3753,d12820231,
3754,d10712260,$
3755,d5865385,$
3756,d9742583,
3757,d11444479,$
3758,d5293365,
3759,d7593254,
3760,d7742610,
3761,d6427860,
3762,d11979613,
3763,d12328638,
3764,d695177,
3765,d4721855,$
3766,d6420257,
3767,d4271846,
3768,d4911062,
3769,d12933562,$
3770,d12787416,
3771,d12169186,$$ - $$$
3772,d4770074,
3773,d2514252,
3774,d12139506,
3775,d10156461,$$ - $$$
3776,d4701691,
3777,d10432315,$$ - $$$
3778,d9769924,$
3779,d11789094,
3780,d12272347,$
3781,d5799869,$$ - $$$
3782,d1344087,$$ - $$$
3783,d13078963,$
3784,d7736362,$
3785,d6163786,$
3786,d7104794,
3787,d7375924,
3788,d1993113,
3789,d12982111,$$ - $$$
3790,d12911894,$
3791,d12706207,$$ - $$$
3792,d11633782,$
3793,d7378989,$
3794,d13128539,
3795,d12858564,
3796,d8117836,$
3797,d13385549,$
3798,d11878056,
3799,d2238042,$$ - $$$
3800,d7705163,$
3801,d3167413,
3802,d10045612,$$ - $$$
3803,d4472311,
3804,d11667056,
3805,d8341637,$$ - $$$
3806,d5949091,
3807,d12341553,$$ - $$$
3808,d7123882,$
3809,d1418088,$
3810,d8834602,$
3811,d4925360,$
3812,d991500,$$ - $$$
3813,d5531503,$
3814,d5607884,$
3815,d1074894,
3816,d12357250,
3817,d1931526,
3818,d5493285,
3819,d7975549,$$ - $$$
3820,d10530952,
3821,d10833572,$$ - $$$
3822,d4559233,
3823,d743871,
3824,d10637638,
3825,d12462827,
3826,d12320797,$
3827,d7312311,
3828,d5953062,$$ - $$$
3829,d10476981,$
3830,d11715119,
3831,d1342374,
3832,d1326621,$$ - $$$
3833,d1344076,
3834,d7735259,
3835,d3928107,
3836,d7323044,$$ - $$$
3837,d6697993,
3838,d1330647,
3839,d1037202,$$ - $$$
3840,d9739399,$
3841,d13295128,$$$$
3842,d5965198,
3843,d10140442,
3844,d12029148,
3845,d2452959,
3846,d12430654,$$ - $$$
3847,d10371886,
3848,d12126435,
3849,d6453710,
3850,d9702226,
3851,d7983639,$
3852,d10842731,
3853,d7114413,
3854,d2436494,
3855,d12219032,
3856,d10353194,
3857,d12153318,
3858,d7618751,$
3859,d4130896,
3860,d6457417,$$ - $$$
3861,d8293129,$
3862,d12289536,$$ - $$$
3863,d1044879,
3864,d10535725,
3865,d13198098,
3866,d5122240,$$ - $$$
3867,d12902091,$$ - $$$
3868,d6570873,
3869,d12710899,
3870,d6206439,
3871,d11717846,
3872,d7322916,
3873,d12658595,$
3874,d7062912,
3875,d8462268,$$ - $$$
3876,d5790597,
3877,d10804305,$$ - $$$
3878,d4167812,$$ - $$$
3879,d10594026,
3880,d12695389,$$ - $$$
3881,d6657041,
3882,d3709262,$$ - $$$
3883,d7928491,
3884,d10279811,$$ - $$$
3885,d5454315,
3886,d5954987,$$ - $$$
3887,d8773599,
3888,d7705243,
3889,d11626818,$
3890,d13313748,$$ - $$$
3891,d8339884,
3892,d5523648,
3893,d3138611,$$ - $$$
3894,d11789667,$
3895,d5617412,
3896,d7648266,
3897,d5614387,
3898,d11909286,
3899,d5778615,
3900,d4794365,
3901,d8854162,$
3902,d9791240,$$ - $$$
3903,d5430075,
3904,d4420200,
3905,d8460513,$
3906,d7648895,
3907,d13153502,
3908,d10733279,$$ - $$$
3909,d1319054,$
3910,d7694431,
3911,d10467593,$
3912,d12110810,$$ - $$$
3913,d7790604,$$ - $$$
3914,d11659467,
3915,d12952756,
3916,d12105033,$
3917,d5809915,
3918,d8489842,
3919,d12795805,
3920,d10146069,
3921,d12906509,$$ - $$$
3922,d8274263,$$ - $$$
3923,d12652927,
3924,d6813396,
3925,d11729216,
3926,d6614670,
3927,d13002809,
3928,d5851755,
3929,d8543091,
3930,d4881597,
3931,d12827739,$$ - $$$
3932,d4698842,$$ - $$$
3933,d8341149,
3934,d7277877,$$ - $$$
3935,d12374297,
3936,d997413,
3937,d10770025,$
3938,d8473529,
3939,d3536663,
3940,d10387423,
3941,d9848583,
3942,d5936514,
3943,d7124163,
3944,d3469308,
3945,d8036318,
3946,d10335975,$
3947,d1967937,
3948,d13222001,
3949,d5972277,$
3950,d4814835,
3951,d5890468,
3952,d2167546,$
3953,d2650297,$$ - $$$
3954,d3709521,
3955,d3820561,
3956,d716273,
3957,d9750250,
3958,d6154367,$
3959,d10771996,$$ - $$$
3960,d7303687,$
3961,d2483870,
3962,d5776111,$$ - $$$
3963,d3831228,
3964,d7124245,
3965,d11965831,
3966,d12915944,
3967,d4883948,$
3968,d987918,$$ - $$$
3969,d12423080,$$ - $$$
3970,d12956550,
3971,d6360248,
3972,d7695263,
3973,d12154798,
3974,d10805589,
3975,d7026017,$$ - $$$
3976,d12946443,$
3977,d10470568,
3978,d5863923,
3979,d12563132,$
3980,d13284225,
3981,d7047318,$$ - $$$
3982,d4084875,
3983,d12789860,$$ - $$$
3984,d5818397,
3985,d7112143,
3986,d11674463,$$ - $$$
3987,d3335530,
3988,d12878787,
3989,d7319177,$$ - $$$
3990,d9601144,$
3991,d5770272,$
3992,d8771801,$$ - $$$
3993,d12170617,
3994,d1359693,
3995,d12185528,$
3996,d7193135,
3997,d718330,
3998,d8778165,$$ - $$$
3999,d11837651,$$ - $$$
4000,d12569102,
4001,d4148547,
4002,d7365708,$$ - $$$
4003,d5922033,$$ - $$$
4004,d8472692,
4005,d7361468,$
4006,d5506565,
4007,d8806051,$
4008,d4469008,$$ - $$$
4009,d12731044,$$ - $$$
4010,d12848754,$$ - $$$
4011,d8424304,
4012,d11721669,$
4013,d9712051,$
4014,d10785249,
4015,d1337250,
4016,d5771798,
4017,d6719566,
4018,d5615764,
4019,d4913173,
4020,d3210721,
4021,d1091107,$$ - $$$
4022,d1043902,
4023,d10250663,
4024,d13140471,$$ - $$$
4025,d5884445,$
4026,d11829473,
4027,d6973245,
4028,d3188675,$
4029,d8842542,
4030,d5519160,
4031,d5598307,
4032,d13171766,
4033,d2517227,
4034,d3461265,$$ - $$$
4035,d10643612,
4036,d12600274,
4037,d5609129,$
4038,d12180474,
4039,d11659366,
4040,d7214109,
4041,d12653033,
4042,d13405584,$
4043,d8818940,$
4044,d4495568,
4045,d9976943,$$$$
4046,d6557654,$
4047,d7267884,$$ - $$$
4048,d11643557,
4049,d7123945,
4050,d10266752,$
4051,d4420500,
4052,d6418528,
4053,d3506670,
4054,d7740054,$$ - $$$
4055,d8135374,$
4056,d8393259,
4057,d11811515,
4058,d1349279,
4059,d7297513,$
4060,d2068586,
4061,d5529076,
4062,d8073370,
4063,d9729056,$$ - $$$
4064,d8606830,
4065,d5795647,
4066,d8363899,
4067,d2155196,
4068,d8406998,$
4069,d2090817,$
4070,d2084920,
4071,d8563265,
4072,d7714122,$
4073,d9452774,
4074,d12802847,$$ - $$$
4075,d11921779,
4076,d8423393,$$ - $$$
4077,d8591577,
4078,d11714557,$
4079,d7629600,
4080,d9585526,
4081,d10188827,$
4082,d8338696,$$ - $$$
4083,d11882712,$$ - $$$
4084,d12436717,
4085,d8290994,
4086,d10594859,$
4087,d11880647,
4088,d12218715,
4089,d11180559,$$ - $$$
4090,d8463049,$
4091,d10044337,$
4092,d1381384,
4093,d795139,$$ - $$$
4094,d1034216,
4095,d3384827,$$ - $$$
4096,d8040805,$
4097,d9566724,$$ - $$$
4098,d5793161,$$ - $$$
4099,d13121108,
4100,d12479716,$$ - $$$
4101,d5817299,
4102,d7123545,
4103,d12959772,
4104,d8807807,
4105,d11935433,
4106,d6637530,
4107,d4042520,
4108,d10133858,
4109,d6507881,$$ - $$$
4110,d4221369,$$ - $$$
4111,d858136,$$ - $$$
4112,d10735753,$$ - $$$
4113,d7101577,
4114,d13135742,
4115,d7934744,
4116,d2261629,$$ - $$$
4117,d8374612,$$ - $$$
4118,d9793676,$$ - $$$
4119,d1044764,
4120,d5768344,
4121,d6509649,
4122,d991479,$$ - $$$
4123,d3947874,
4124,d4782632,
4125,d8697126,
4126,d8765537,$$ - $$$
4127,d12959621,$$ - $$$
4128,d1037259,
4129,d7124048,
4130,d12495310,$$ - $$$
4131,d7296396,
4132,d5484863,
4133,d10034042,
4134,d4414602,$$ - $$$
4135,d9789616,$$ - $$$
4136,d12511970,
4137,d9458279,$
4138,d7291587,$$ - $$$
4139,d2437347,
4140,d13292606,$$ - $$$
4141,d11808372,
4142,d10521072,
4143,d718207,
4144,d5122118,
4145,d6898762,$$ - $$$
4146,d1763898,$$ - $$$
4147,d10061528,
4148,d11933039,$$ - $$$
4149,d7824116,$
4150,d10696507,$
4151,d3374771,
4152,d10425898,$
4153,d1137237,
4154,d5081412,
4155,d10108860,
4156,d12326729,$$ - $$$
4157,d12170352,$$ - $$$
4158,d1977489,$
4159,d5794940,$$ - $$$
4160,d12641821,$
4161,d2239141,
4162,d5958954,
4163,d6775975,$$ - $$$
4164,d8730151,$$ - $$$
4165,d5121446,
4166,d11917918,$
4167,d5778726,
4168,d719061,$$ - $$$
4169,d9607221,
4170,d12954701,
4171,d11852937,$$ - $$$
4172,d6428033,
4173,d3498695,$$ - $$$
4174,d694319,
4175,d12248538,
4176,d7993596,
4177,d5529357,
4178,d9772877,
4179,d12697799,
4180,d4271941,
4181,d10357129,
4182,d3464626,
4183,d7805066,
4184,d10537317,
4185,d742358,$$ - $$$
4186,d5433452,
4187,d5430325,
4188,d1044837,
4189,d8338479,
4190,d8363369,
4191,d12017850,$
4192,d12005807,
4193,d12702530,$$ - $$$
4194,d4352024,
4195,d6555597,
4196,d11661957,$
4197,d9974974,$$ - $$$
4198,d2243804,
4199,d10874688,
4200,d11916719,
4201,d10674791,$$ - $$$
4202,d7728397,$
4203,d6558103,$
4204,d7209006,$
4205,d5949427,$$ - $$$
4206,d10367087,
4207,d2501654,
4208,d11812750,$
4209,d12218373,$
4210,d12242272,
4211,d8491270,
4212,d10497849,$$ - $$$
4213,d6985287,
4214,d5509303,
4215,d1340172,
4216,d8450326,$$ - $$$
4217,d7186376,$$ - $$$
4218,d8631643,$
4219,d9563493,$$ - $$$
4220,d10782659,$
4221,d9766274,
4222,d4601489,$
4223,d3726994,
4224,d4803221,
4225,d5122926,
4226,d7283845,
4227,d6838994,$
4228,d8447761,
4229,d12221297,
4230,d6507909,
4231,d4149261,$
4232,d734226,
4233,d5267617,$$ - $$$
4234,d12537216,$$ - $$$
4235,d8334803,$
4236,d2627823,
4237,d5890647,$$ - $$$
4238,d7123784,
4239,d10297985,$$ - $$$
4240,d715482,
4241,d4760413,$
4242,d8764458,$
4243,d12219557,$
4244,d7390005,$$ - $$$
4245,d3709223,$$ - $$$
4246,d4453348,
4247,d10096430,
4248,d4474379,
4249,d753272,
4250,d7123241,
4251,d717423,
4252,d5804401,
4253,d3901842,
4254,d997209,
4255,d12050621,
4256,d997265,
4257,d3628293,$$ - $$$
4258,d5121450,$
4259,d12571253,
4260,d5779953,
4261,d2434954,
4262,d12657457,$$ - $$$
4263,d8180244,$
4264,d8465468,$$ - $$$
4265,d7222975,
4266,d988024,
4267,d5929709,
4268,d11489057,$$ - $$$
4269,d13294426,$
4270,d6665780,
4271,d13323261,
4272,d7123644,
4273,d5795964,
4274,d4344950,$
4275,d8692585,
4276,d10375407,
4277,d11813249,$$ - $$$
4278,d6878548,$
4279,d12406156,$$ - $$$
4280,d1050549,$
4281,d9991537,$
4282,d5800216,$
4283,d695131,
4284,d8682347,
4285,d4108178,
4286,d697300,$$ - $$$
4287,d8695881,
4288,d12554927,$$ - $$$
4289,d12929620,$$ - $$$
4290,d8421343,
4291,d10532932,
4292,d2410363,$$ - $$$
4293,d6943201,$
4294,d5439482,
4295,d11894338,
4296,d5778496,$
4297,d12336098,
4298,d3566437,
4299,d4925385,
4300,d5816926,$$ - $$$
4301,d8462230,$$ - $$$
4302,d10037529,
4303,d10377541,
4304,d11747446,$$ - $$$
4305,d8341126,
4306,d3511763,$
4307,d10351207,
4308,d12281887,
4309,d5529388,
4310,d10748643,
4311,d8274912,
4312,d13136328,$$ - $$$
4313,d5795285,
4314,d13008588,
4315,d6653221,$$ - $$$
4316,d3547951,
4317,d7755549,
4318,d8089679,
4319,d4552280,
4320,d4274493,
4321,d8530283,$
4322,d1967662,
4323,d12524217,
4324,d8632714,$$ - $$$
4325,d11945842,$$ - $$$
4326,d11801590,$
4327,d8490136,
4328,d5963762,$$ - $$$
4329,d754356,$$$$
4330,d4546389,
4331,d4036304,$$ - $$$
4332,d7360791,$
4333,d13275836,
4334,d12607480,$
4335,d1019785,$$ - $$$
4336,d2264058,
4337,d719109,
4338,d4519869,
4339,d6415892,$
4340,d3491864,
4341,d10809895,
4342,d12289130,
4343,d5776220,
4344,d1358938,$$ - $$$
4345,d6870918,
4346,d3186660,$$ - $$$
4347,d3422485,$$ - $$$
4348,d11842128,
4349,d4008327,
4350,d8683149,$$ - $$$
4351,d4364384,
4352,d5952843,
4353,d5979332,$
4354,d10487892,
4355,d7686490,
4356,d3965672,
4357,d10070940,$
4358,d11921719,$$ - $$$
4359,d990772,
4360,d7351901,
4361,d8133955,$
4362,d5609064,$$ - $$$
4363,d4428741,$
4364,d4554187,
4365,d11858049,
4366,d4915058,
4367,d3330127,
4368,d12087888,
4369,d7247945,$$ - $$$
4370,d10338301,$$ - $$$
4371,d5522062,
4372,d5981083,
4373,d8768713,$
4374,d7180087,$
4375,d3600817,$$ - $$$
4376,d10147470,$
4377,d3836290,$$ - $$$
4378,d10267135,
4379,d8497182,$$ - $$$
4380,d5800396,
4381,d8460536,
4382,d7341150,
4383,d6001838,$$ - $$$
4384,d997943,
4385,d8370154,
4386,d12597937,
4387,d2156563,$$ - $$$
4388,d7653757,
4389,d5953246,
4390,d8297652,
4391,d12130136,$$ - $$$
4392,d12803556,$$ - $$$
4393,d12249502,
4394,d7106524,
4395,d1335702,
4396,d8492523,$$ - $$$
4397,d10788526,
4398,d8592394,
4399,d1341422,$
4400,d3438603,
4401,d6180037,$$ - $$$
4402,d5860383,
4403,d10171539,
4404,d8466674,$$ - $$$
4405,d2044277,$$ - $$$
4406,d4564310,$
4407,d7352449,$$ - $$$
4408,d12279848,
4409,d10747002,$
4410,d8438191,$
4411,d10824993,
4412,d4332611,$
4413,d11775663,
4414,d1324357,$
4415,d4768953,
4416,d7349178,
4417,d5506838,
4418,d9986892,$
4419,d7123992,
4420,d5122822,
4421,d4913193,$
4422,d13004210,$$ - $$$
4423,d5487241,$$ - $$$
4424,d3669407,
4425,d9702232,$$ - $$$
4426,d10033339,
4427,d12191998,$
4428,d3902624,$
4429,d7124435,$
4430,d5122296,
4431,d7124168,
4432,d10797936,
4433,d3721578,
4434,d4285317,
4435,d10136321,
4436,d10835398,
4437,d12607828,
4438,d10821586,$$ - $$$
4439,d10459152,
4440,d11916478,
4441,d7251971,$
4442,d8643311,
4443,d12858841,
4444,d7138244,
4445,d8084514,$$ - $$$
4446,d986425,
4447,d4295279,
4448,d5981839,
4449,d5976985,
4450,d5798469,$$ - $$$
4451,d8732455,
4452,d8416936,$$$$
4453,d10687740,
4454,d9814439,
4455,d5526523,
4456,d5270630,
4457,d6719444,$$ - $$$
4458,d11702319,$$ - $$$
4459,d13076814,
4460,d10830552,$
4461,d8363959,$$ - $$$
4462,d9856557,$
4463,d5615720,
4464,d5799133,$$ - $$$
4465,d11831381,
4466,d1014823,
4467,d9802625,$
4468,d9790245,
4469,d6451020,
4470,d7896820,
4471,d1048525,$$ - $$$
4472,d4714358,
4473,d4911420,
4474,d3337730,$
4475,d5851655,$$ - $$$
4476,d8626125,$
4477,d12658604,
4478,d1627392,$$ - $$$
4479,d9763307,
4480,d718286,$$$$
4481,d5812795,
4482,d9820201,
4483,d2217907,
4484,d6353458,
4485,d4316836,
4486,d10628951,
4487,d1332614,
4488,d4767917,
4489,d10198118,
4490,d4609453,
4491,d12859204,$
4492,d3497164,
4493,d9819609,
4494,d6868888,
4495,d1039646,$$ - $$$
4496,d10538213,
4497,d11923581,$$ - $$$
4498,d6969713,
4499,d6700477,$$ - $$$
4500,d10096565,
4501,d13197465,$
4502,d9846497,$$ - $$$
4503,d7952242,
4504,d10085331,$
4505,d3404607,$$ - $$$
4506,d12149010,$
4507,d8731096,
4508,d7369405,$
4509,d3962325,
4510,d13417628,
4511,d12063958,$
4512,d12545651,
4513,d5587738,
4514,d1826554,
4515,d5796202,$
4516,d11881046,$$ - $$$
4517,d5956647,$$ - $$$
4518,d2141891,
4519,d4947002,$
4520,d5532299,$$ - $$$
4521,d12138537,$
4522,d5936233,$
4523,d1945825,$
4524,d5965954,
4525,d12151596,$
4526,d5862177,$
4527,d10214438,
4528,d3936485,$$ - $$$
4529,d7212107,
4530,d8339621,
4531,d12404501,
4532,d10305514,$
4533,d5607663,
4534,d6651217,$$ - $$$
4535,d10805608,$$ - $$$
4536,d4752166,
4537,d9767219,$
4538,d7083692,
4539,d8147277,
4540,d7342193,
4541,d6977358,
4542,d8279596,
4543,d11751474,$
4544,d8355884,
4545,d4767527,$
4546,d12571169,$
4547,d12950858,
4548,d8319843,
4549,d3974453,
4550,d11660314,
4551,d12001561,
4552,d12557430,$$ - $$$
4553,d7243478,
4554,d6427415,
4555,d6567334,$
4556,d3607564,
4557,d5820511,
4558,d12384191,
4559,d5074430,$
4560,d6713429,
4561,d751627,
4562,d12669307,
4563,d13051191,
4564,d4091047,$$ - $$$
4565,d12732168,
4566,d7714817,
4567,d1202472,
4568,d6225143,$
4569,d12692843,
4570,d8673906,
4571,d7792253,$$ - $$$
4572,d7021352,
4573,d6181745,
4574,d8067424,$$ - $$$
4575,d8298099,$$ - $$$
4576,d3815017,
4577,d12644343,$$ - $$$
4578,d13124503,
4579,d7117920,
4580,d10663008,$$ - $$$
4581,d11909506,
4582,d9581300,
4583,d4911023,
4584,d5453838,$$ - $$$
4585,d5616096,
4586,d11881751,$$ - $$$
4587,d10516108,$
4588,d12832850,
4589,d5981537,$
4590,d10287073,$
4591,d13272833,
4592,d7213448,$
4593,d5776346,$$ - $$$
4594,d7298618,
4595,d12091192,
4596,d12012215,$$ - $$$
4597,d8483258,$$ - $$$
4598,d5986466,$
4599,d8433896,$
4600,d12148033,$$ - $$$
4601,d7132797,
4602,d4294365,$
4603,d12895543,
4604,d1356039,$
4605,d10729817,
4606,d9740009,$$$$
4607,d9978806,$$ - $$$
4608,d9875523,$
4609,d2705977,
4610,d13312967,$$ - $$$
4611,d12500076,$$ - $$$
4612,d5822444,
4613,d4291490,$$ - $$$
4614,d8664433,$
4615,d3813801,
4616,d5098584,
4617,d12633498,
4618,d10125029,$$ - $$$
4619,d12851628,
4620,d11921282,
4621,d12674388,$
4622,d8515491,$$ - $$$
4623,d12404593,$
4624,d8601869,$
4625,d8513186,$
4626,d7648873,
4627,d5508176,
4628,d2441964,$$ - $$$
4629,d2189116,$$ - $$$
4630,d7369211,
4631,d4432500,$$ - $$$
4632,d10465773,$
4633,d10479817,$$ - $$$
4634,d2199569,
4635,d3859647,
4636,d3431455,
4637,d3529822,
4638,d12926154,$$ - $$$
4639,d7993583,$$ - $$$
4640,d7249764,$$ - $$$
4641,d13197442,$$ - $$$
4642,d12611014,
4643,d6436929,
4644,d3687309,
4645,d8435386,$
4646,d11918709,
4647,d5864336,$$ - $$$
4648,d2270809,
4649,d5848220,$$$$
4650,d13074167,
4651,d8665104,
4652,d4226191,
4653,d12306424,$
4654,d2489584,
4655,d12320431,$
4656,d8365400,
4657,d5884328,
4658,d4830926,$
4659,d12965860,$$ - $$$
4660,d8461972,$$ - $$$
4661,d7691348,
4662,d2208694,$$ - $$$
4663,d1354728,
4664,d1418274,
4665,d12980375,$$ - $$$
4666,d5776298,
4667,d5581008,
4668,d8064871,
4669,d5041905,
4670,d7166113,
4671,d3915767,
4672,d4177590,
4673,d8385262,
4674,d5243276,
4675,d5531501,
4676,d5505255,
4677,d10373774,
4678,d7156012,
4679,d12301225,$$ - $$$
4680,d12001843,$$ - $$$
4681,d719552,
4682,d10920442,$
4683,d8467613,$$ - $$$
4684,d4794455,
4685,d10844950,
4686,d3686936,
4687,d9789749,$$ - $$$
4688,d10965926,
4689,d5795941,
4690,d13225861,$$ - $$$
4691,d12854822,
4692,d5819363,$$ - $$$
4693,d7124224,
4694,d5031020,$
4695,d753838,
4696,d8522616,
4697,d12859007,
4698,d6211276,
4699,d8545122,
4700,d12800952,
4701,d5959916,
4702,d7341815,$
4703,d13076704,
4704,d9995787,
4705,d8656687,$$ - $$$
4706,d9767567,
4707,d6103930,
4708,d7913090,$
4709,d8765793,$$ - $$$
4710,d7045707,
4711,d7287429,
4712,d11718806,
4713,d10516727,$$ - $$$
4714,d5814616,$
4715,d7285330,
4716,d12947949,$$ - $$$
4717,d5870519,
4718,d2046172,
4719,d8003938,
4720,d2437362,
4721,d10042463,
4722,d9467736,$$ - $$$
4723,d10687406,
4724,d12206883,$$ - $$$
4725,d2262702,
4726,d7987006,$$ - $$$
4727,d8865666,
4728,d7340666,
4729,d7124354,
4730,d8339972,$$ - $$$
4731,d8613555,
4732,d11842702,
4733,d7732583,
4734,d1019270,$$$$
4735,d4467988,$
4736,d10692754,$
4737,d945071,
4738,d2067131,
4739,d8516135,$
4740,d2733102,
4741,d7852001,
4742,d1327653,
4743,d4132817,$
4744,d3653302,
4745,d10121306,$
4746,d11666691,
4747,d4768769,$
4748,d5523436,
4749,d3240362,$$ - $$$
4750,d7123994,
4751,d5860099,
4752,d5823827,
4753,d7917210,$$ - $$$
4754,d1092993,
4755,d1035556,$$ - $$$
4756,d5775932,
4757,d4924828,$
4758,d10416631,
4759,d7291575,$$ - $$$
4760,d5444939,$$ - $$$
4761,d13003218,$$ - $$$
4762,d3442890,$$ - $$$
4763,d8378583,$$ - $$$
4764,d5513624,
4765,d11713052,
4766,d10243628,
4767,d12716255,$
4768,d1340523,
4769,d4086688,$
4770,d10061975,$$ - $$$
4771,d12592916,$$ - $$$
4772,d6368381,
4773,d12947516,
4774,d3974430,
4775,d7983135,$
4776,d7342783,$$ - $$$
4777,d5616515,
4778,d5855801,
4779,d9566709,$$ - $$$
4780,d4556066,$
4781,d3913894,
4782,d3384978,$
4783,d6627763,
4784,d6756420,$
4785,d5262659,$$ - $$$
4786,d5952782,
4787,d6229764,$$ - $$$
4788,d8338318,
4789,d3862739,
4790,d12622341,
4791,d12161485,
4792,d3906041,
4793,d12326748,$$ - $$$
4794,d12350302,
4795,d6196825,
4796,d9756808,$
4797,d12508469,$$ - $$$
4798,d10032995,$
4799,d10771356,$
4800,d12652244,$$ - $$$
4801,d3247818,$$ - $$$
4802,d8592171,
4803,d7604697,
4804,d9815007,$$ - $$$
4805,d9730729,
4806,d7704954,
4807,d11904112,$$ - $$$
4808,d10230549,
4809,d4732369,
4810,d8122532,
4811,d12323278,$$ - $$$
4812,d6484913,$
4813,d11655667,$$$$
4814,d8338649,$
4815,d12594245,
4816,d8711299,
