ID_TA,Cuisine Style
d5788938,"[['Tasteful, home made dishes. The best “kavourmas” and “hiounkiar” (smoked aubergin with beef). If you are lucky, Rena and her company may be around and you will listen to some true “rempetiko” songs.'], ['March 19, 2018']]"
d11827759,"[[""In a pleasant setting, this popular restaurant has a convivial atmosphere.  Having ordered a prix fixe 3-course meal, I started with what I thought was  asparagus soup, which had only a few bites of asparagus and an otherwise unidentifiable flavor. My main dish was octopus,...which was so overcooked that I returned it -- and when I did, the server tried to convince me that octopus is always tough.  It isn't.  I ended with a cheese plate, and that, at least, entailed a pleasing selection.  Instead of taking the octopus off my bill, my server made quite of point of noting that he hadn't charged me for one glass of wine -- it wasn't worth arguing about, but it was hardly commensurate in price.  Overall, I found the food and the service disappointing.More""], ['October 13, 2019']]"
d1332651,"[[],[]]"
d8557368,"[[],[]]"
d11810585,"[[], []]"
d13283785,"[['We decided to try these out of curiousity. \nBottom line, these are just shaped pieces of rice, held together by seaweed and topped off with a rediculously small amount of whatever you chose, like tuna or whatever.\nAt 2.50 euro per piece, I guess this...makes a quick bite. But dont expect anything beyond that.More', 'Huge, yummy onigiri’s. Really liked their spicy chicken and La Bombé, while my girls liked the different salmon, tuna and chicken mayo ones.  We came here twice during our week in Paris!', ""Finally, we can enjoy 'very good' onigiris in Paris. We tried (so far) shrimp tempura, shake, tuna (wafu) and spicy chicken and loved all of them. お米が美味しい。常連になること間違いなし！""], ['September 11, 2019', 'December 20, 2018', 'November 4, 2018']]"
d4105161,"[[],[]]"
d10786375,"[[],[]]"
d7277869,"[[],[]]"
d2440502,"[[], []]"
d6610712,"[[],[]]"
d8084449,"[['It has a very beautiful and comfortable interior. You can make beautiful photos for Instagram. Delicious desserts and coffee!'], ['November 7, 2019']]"
d2717760,"[[],[]]"
d6479082,"[[],[]]"
d11643528,"[[""We ended up in this restaurant because several restaurants we chose before were either packed or closed and we were so hungry and desperate that we decided to enter Pastaria although it didn't look so tempting. Waiter was not very friendly and attentive. He apologized...later and I accepted the apologize. But this didn't make my disappointment from the meal smaller. I ordered some pasta with turkey breast. I didn't expect processed meal (the kind which is sometimes called turkey ham). The more not all pieces of meat I found in my dish were turkey. It was mixed with an ordinary sausage. Sauce tasted good but I suspect them it was the kind one can buy bottled in supermarket. I can't recommend this restaurant although pizza my son had was OK.More"", 'Cozy restaurant with the authentic Italian flavor!!! My husband and I had the pizza and pasta, and shared a delicious tiramisu. Highly recommend, perfect for casual dinner when craving Italian!!!'], ['August 25, 2019', 'January 26, 2019']]"
d12614946,"[['My wife and i had a great Lebanese meal at El Arze after a visit to the Atelier des Lumières.  The proprietor was fabulous.  He helped us to understand the ingredients of his wonderful dishes as I struggled with my fractured French.  The food was...fresh, delicious and plentiful (and very cheap by Paris standards).  We had a great time conversing with an extended family from various parts of Europe.  The proprietor seemed delighted with our energy and enthusiasm.More'], ['May 30, 2018']]"
d7123488,"[['Good service. The waiting area was a bit too small for more than two people. Kebab was nice enough,  but could have been hotter in the middle. Overall, standard kebab.'], ['January 16, 2020']]"
d5776027,"[[],[]]"
d1441087,"[[],[]]"
d11910334,"[[],[]]"
d12511058,"[['🇬🇧Nice place, very close to pretty park🌺\nIce cream with avocado 🥑\nEveryone must try it!😋\nVery good choice of different tastes!🍦\n🇷🇺Красивое место, рядом парк.🌺\nБольшой выбор, разные и даже оригинальные вкусы.\nНаивкуснейшее мороженое с авокадо!🥑\nОбязательно попробуйте!😋'], ['September 1, 2019']]"
d11749377,"[[],[]]"
d5797806,"[['Stop here for lunch with friend.  Found this restaurant good. Thé meal are delicious and the price are reasonable.  Only 10 euros for meal including dessert and drinks.  Just behind big shopping centre Galeries Lafayette.  Recommended!', 'Just had a menu meal with the thai noodles with shrimps, everything good and enough food to fill my tummy. \n\nPrices are more than correct, paid 11 euros for this, plus water and dessert. Btw their panna cotta is quite good, almost looks Italian.\n\nThe...staff was nice as well. \n\nOverall 3,5 / 5More'], ['March 28, 2019', 'September 4, 2018']]"
d7123968,"[['This place is definitely unique and worth a visit. The staff was very friendly and recommended us great food and shots. Unique experience.'], ['June 13, 2018']]"
d6893534,"[[],[]]"
d13001088,"[[], []]"
d8146349,"[[],[]]"
d12964465,"[[],[]]"
d8339966,"[[],[]]"
d2626097,"[[],[]]"
d12644140,"[['The food is great, sushi at its best! I like the ambience too. And when I asked the manager about the quality of fish, he took the time to explain everything to me! Great managed restaurant!', ""I was staying at the Arcotel Denauzentrum on a business trip. This restaurant was very convenient to my hotel and the perfect choice for an evening when I just wanted something quick to eat. I walked over and ordered at the counter. my sushi was...ready in about 5-10 minutes while I waited. The sushi was excellent. I can't comment on the restaurant dining experience since I did take out but the space looked inviting.More"", 'This happens when one does not habe any idea of basic crisis management and no orientation in simple food quality.\n\nWe have been visiting this place repeatedly, about once every 4-6 weeks for years. But today was our last time. We even don\'t order food...to get delivered from Akakiko any more.\n\nMy son 7 years old, ordered his beloved salmon sushi. When he started to take the salmon off the rice (after he had eaten one small bite of it) and pile it up in one corner of his plate, I became suspicious. When I asked him why he was doing this, his answer was ""daddy, it is smoked, and I don\'t like it.""\n\nSo I tried one bite. Instead of smoked, the fish was entirely tasteless, way too fat PLUS had this earthy taste of a fish which is simply not fresh or comes from one of the cheapest sources of fish that you can find. Either way, this salmon was uneatable. When I tried, I had to spit it out immediately and felt nothing but disgust. I still do, as I write this.\n\nThe waiter, who I informed about the case only took the plate away. No excuse. And just as expected ( I would have won every bet) , this plate was OF COURSE on the check. \nThe other waiter who presented the check was not informed about our complaint either.\n\nThen they called the owner of the establishment. And guess what. He informed me that the salmon was perfectly okay and that ""I dad a problem with the fish"". His approach towards me is hard to describe. Ignorant, hostile and arrogant.\n\nThat\'s what I call a perfect crisis management. The client has a problem, not the establishment. I usually hardly complain, but a dish not eatable is quite a reason to say something. Isn\'t it? Instead of taking the chance to improve, they handle everything to their own and to the client\'s worst.\n\nNow, the most interesting part: They brought the same slamon from the kitchen as a proof, but the owner would not try the fish. Because he already knew about this ""superior"" salmon? Because he reportedly already ate it and found it perfect? I assume, he has neither an idea of crisis management nor does he have tastebuds. \n\nAnd even less, he has any idea about how to run a business which should last longer than a week.\n\nHe is a good salesperson, though. Because he sold us, his customers, for EUR8,50. Since this is what we usually give for tips, he could have easily afforded to take this horrible, rotten salmon off the check and out of the kitchen.\n\nNEVER AGAIN. WHY IS IT SO HARD TO UNDERSTAND THE BASICS OF SERVICE?More'], ['June 16, 2020', 'April 28, 2019', 'December 9, 2018']]"
d7852151,"[[],[]]"
d12667565,"[['I had one of the best meat meals of my whole life. The place in nice and cozy, the food is beyond delicious and the prices are moderate. Just loved it'], ['February 2, 2018']]"
d10463660,"[[],[]]"
d12790604,"[['Very good pizza, as in the others domino’s. Shop clean and very fast orders through the app or directly to the cashier.'], ['May 17, 2019']]"
d10859361,"[[""the place is not worth going to, the entrance staff is rude and they have a very strange system where they don't know who pay or not the cover, so the guy at the entrance violently grabs you. Even if you already paid, because he...has no idea who paid or not, you get in and on top of the 15$ entrance, the drinks are expensive and even the coat hanging service is expensive.More"", ""We were here for a USA Women's World Cup Event. It's a great bar, spacious, menu looked good. We had a lot of fun and would go back.""], ['November 16, 2019', 'October 27, 2019']]"
d12831589,"[[""Dutch-Indonesian version of Chinese food . . . but made poorly. Tjai Tjap, a vegetable mix which included canned flavorless mushrooms and a brown sauce with no flavor. Veges were steamed instead of sauteed in wok. Not al dente. Not a drop of sesame oil...to be tasted. Tried to use Sambal to spice it up, but this place's version is mixed with a dark red paste, (resembling flour) and totally not spicey! Are you kidding me? Cashew Chicken, literally no flavor. Atjar, an indonesian sweet-sour pickle, was again, watered down and flavorless. On total, save your money and try another place. Really really disappointing.More"", ""Gouden Kom's food is absolutely fantastic. We ordered food for delivery. The portions are huge (perfect for sharing), and the dishes taste really delicious! We ordered the Sweet & Sour Chicken and the Szechuan Duck, and bothe were really good, although the chicken dish was...my favourite. As a starter we also ordered steamed meat dumplings (Sieuw Mai) as a starter and they were really flavourful. \nWill definitely recommend them. As a bonus the delivered food reached us very qucikly!More"", 'We were not sure to go, but it was definitely I good choice. The staff is really friendly and the relationship Quality - costs is good. \nWe really liked !'], ['September 15, 2018', 'July 5, 2018', 'February 24, 2018']]"
d11671339,"[['Just went there to eat and I consider the food was all good and quality.\nI really liked the service, two mature women that were adorable and sweet and the place is in the heart of Paris, small space but more than enough.\n\nHad a...double quiche slices (maybe a bit small) plus a salad and then a fondant of chocolate which was superb.\n\nThe only thing i would improve would be their prices, because i almost paid 19 euros for that and without the dessert I would have been a big hungry.More'], ['June 1, 2018']]"
d7934371,"[[],[]]"
d11582668,"[[],[]]"
d3933255,"[[],[]]"
d11436157,"[[],[]]"
d12345338,"[[],[]]"
d13313019,"[['A great experience, the roman excellent icecreams; here we find a lot of very good tastes, all what heart wishes after a visit of Colosseum', 'I DONT EAT ICE CREAM MUCH, however i thought this one out, it was the best ice cream i ever tasted, I want more. and the staff are so friendly and helpful', 'You can find gelato pretty much everywhere in Rome, but as for taste and variety this is the place, great tasting, nice people and you can’t leave Rome without having your fill of gelato.'], ['August 10, 2019', 'May 28, 2019', 'April 21, 2019']]"
d12859361,"[[],[]]"
d9567403,"[[],[]]"
d7124099,"[[],[]]"
d7129162,"[[],[]]"
d8522319,"[[], []]"
d10518737,"[['Needed a fast and easy dinner before heading to our evening events. We had a few of the different sandwiches. The harissa and curry sauces got rave reviews. The younger crowd was at first horrified but then excited to find that the frites for their...sandwiches were IN the sandwiches. Was a tasty surprise. Sandwiches are large enough that some couldn’t quite finish. Glad we came.More'], ['July 3, 2019']]"
d11890774,"[[],[]]"
d7000956,"[[],[]]"
d8774312,"[[],[]]"
d8672834,"[[""Had a blast in Wien the first day after visiting Schönbrunn Palace. Everything cool but after a 460km drive and a long walk, you feel like eating anything. My father and sister could of eaten a horse at that point.\n\nWouldn't write this if I...didn't have years of experience in the kitchen. Although I would never waste my time on tripadvisor, this restaurant is an abomination!\n\nFirst course soups that are made of the lowest quality powders full of gelatine and with no taste. Second course from the fish menu with ketchup, shrimps more cheewy than a rubber boot. THE ONLY TASTY THING WAS THE BOTTLE BEER AND IT CAME PERFECT TO WASH THE TASTE AWAY.\n\nP.S: Do you know when restaurants offer dishes which allow you get involved in the cooking? What kind of abilities has the cook if you cook the food for yourself? LAZINESS!?More"", 'great food original Sichuan dishes - mainly Chinese customers which gurantes original\ncuisine\n\nfriendly staff'], ['October 23, 2018', 'October 2, 2018']]"
d8642360,"[[],[]]"
d12322803,"[['We went there for a late dinner after arrival in Paris. Good, fast and fresh food, especially for people on a budget or wishing to be served quickly.  Good choice in Vietnamese snacks so you can try different things if you have a large appetite....We went just before closing time but were greeted and served with a very friendly service.More'], ['April 28, 2019']]"
d12866521,"[[], []]"
d8537653,"[[''], ['December 31, 2015']]"
d9458969,"[[], []]"
d5949321,"[[], []]"
d10830690,"[[],[]]"
d11804604,"[[],[]]"
d13237854,"[['Jill and I, as we travel, are expressing our gratefulness to those special people who work in restaurants to accommodate our eating style.  \n\nWe feel so wonderful after eliminating grains, sugar and meats (except for occasional seafood). \n\nOur server at Happy Green was so accommodating....She was so patient with us. She went through the menu items carefully and using her smartphone translation where required. She substituted menu items as required. \n\nThe meal was perfect. The presentation and the taste was perfect. \n\nWe are going back.More', 'I have been craving a healthy meal in this days after traveling through Europe for several weeks, this has been by far the healthiest choices so far. The soup was delicious !!!! The salads and the chicken burger was excellent. Plus the flavored waters .....free refills ! Totally recommend!!!More', ""I've tried a variety of the warm bowls here and been impressed by all of them. Great balance of flavors and ratio of base, veggies and protein. Plus, you can really customize your order. Everything tasted really fresh, and there are lots of options for...vegetarians and vegans. If I could, I'd probably order all of my meals from here!More""], ['August 3, 2018', 'May 26, 2018', 'May 6, 2018']]"
d8099191,"[[],[]]"
d3730706,"[[],[]]"
d13128585,"[[""Superb japanese restaurant. The food is an expolision of tastes, and the raw ingredients are of the finest quality. The style is somehow in between a traditional cuisine and a more westerner fusion style, with no excess though, rightly balanced. Service is very good, caring...and attemptive. The location is exquisitely furnished, the lights and the mood are very cozy, yet classy. Only note is the price positioning, maybe a bit higher for what is the average for such type of japanese restaurant in Milan. Nevertheless, it's is a must-go when you fancy a delicious sushi.More"", 'Tiny cozy Sushi restaurant near Porta Venezia. Excellent service, fabulous food. Delightful all around. Book days ahead, being so small they are very busy. They gave a second seating at 9.30 pm and open at 7.30 pm. So plan accordingly.', 'One of our friends direct us to NETA, and highly recommended. He did the reservation for us. The place was small. But once we had what we ordered, Wow. That was an amazing. The BEST sushi I ever had, without a doubt. Friendly staff will...customise the service as your request. No 1 sushi in Italy, believe me.More'], ['September 11, 2020', 'February 15, 2020', 'August 29, 2019']]"
d6484155,"[[],[]]"
d11836340,"[[],[]]"
d5523399,"[[""Strategically located, taste-wise this place is so-so only even by BK standards. Recently re-decorated, the food is unchanged. \n\nFor reasons unknown to me, the Burger King at the eastern exit of Ostbahnhof station does the better-tasting burgers while this one has the much more pleasant...atmosphere and is the preferable place to go if you don't take away your food.\n\nGood front desks in both outlets, efficient & friendly !More"", 'Standard offering but one of the few places at the train station with decent seating. Upstairs so views outside and less stuffy than downstairs', 'The stench of cigarette smoke follows you through the front doors of the Bahnhof, into the Burger-King, right up to the counter and into the burger racks.. Well- intentioned staff go through the motions of hospitality but this is a tough place to work. German...main railway stations always attract dangerous people.More'], ['October 8, 2019', 'August 12, 2019', 'October 28, 2018']]"
d5794609,"[['This very small restaurant is a real find and a very positive surprise because with only 4-5 small tables it serves a great menu it outstanding quality. The grilled fresh shellfish is second to none. Fantastic food and very good service'], ['January 17, 2018']]"
d4523210,"[[""A pleasant enough place to look at, but we felt we were being laughed at a bit by the bartender and customers sitting at the bar the night we went in. We tried our best with limited German but felt like we were being talked...about. Didn't return.More""], ['October 2, 2018']]"
d5243111,"[[], []]"
d6853092,"[[],[]]"
d5874521,"[[],[]]"
d6618592,"[[],[]]"
d5986308,"[['I came to have dinner with my boyfriend and we had a good meal really cheap. Althought the waiter didn’t spoke english, he was very kind with us.'], ['April 20, 2019']]"
d6959190,"[[],[]]"
d5616973,"[[],[]]"
d5507497,"[[], []]"
d4105376,"[[],[]]"
d12872056,"[[""Muskatli Etkezde is about 500m from Hero's Square on Damjanich ut.  It is a small, family-run place, offering traditional home-cooked Hungarian food.  The menu was Hungarian only, but the staff spoke some English.  I stopped in for supper, and had a hearty meal of goulash...with dumplings, and a crepe for dessert.  Everything was delicious, portions large, and prices reasonable.  I dined indoors (the decor is a bit spare), and the dining area was tidy.More""], ['March 4, 2020']]"
d12598728,"[[],[]]"
d4829338,"[[],[]]"
d4028290,"[[],[]]"
d12931249,"[[""Me and my husband had dinner at Pitch Me resto at last october. Ambiance of those resto is nice even little small.  But all the menu that i ordered was delicious especially africa's chicken. The dessert also was good!""], ['February 7, 2018']]"
d13083533,"[['Charlotte is a bar discotheque really open minded. A really nice deco, modern / chic with good cocktails and small dancing place at the groundfloor. 2 lounges also availables on the 1rst floor to discuss with friends with quieter ambiance... nice international visitors from many...countries. Drinks prices are at the right price for Luxembourg. You can easily drink and smoke outside. Staff really nice at the bar and the same for the security staff... really a nice place to be after 1am when everything closes nearby.More'], ['September 2, 2018']]"
d8338352,"[[],[]]"
d8653293,"[[],[]]"
d8338680,"[[], []]"
d11953114,"[['Eating, drinking , dancing. A perfect spot for food and fun for very democratic prices. I will go back to do my christmas evening there!', 'this place could do with some decent management !!!!!!\nThe potential is there (garden, location) but is absolutely neglected and the quality of the served food is mediocre at its best.....', ""Located in Zellik main street, when seen from outside you don't expect a place of the quality of la Viole. Brasserie type of food, not very creative but of good quality -and quantity- as a matter of fact. The clientele is in line with the...food served and atmosphere, a sign of the good value for money. The indoor part is quite cosy and I understand the garden pleasant, wheather allowing.More""], ['December 18, 2017', 'August 8, 2014', 'February 7, 2014']]"
d8788003,"[[],[]]"
d10314483,"[['The restaurant we visited were located inside wieners prater ,you can enjoy good meals. They have tables service. The prices were reasonable'], ['August 17, 2019']]"
d5489499,"[[],[]]"
d12938099,"[['Good casual restaurant with a laid back vibe.  Food was good and simple. We sat in the outdoor area and it felt like a good neighborhood place.', 'Two very nice waiters working a full terrace and a neglected bar. They meant well. Food was a MESS. Beautiful place that needs new management and chef.'], ['July 28, 2019', 'August 13, 2018']]"
d11586956,"[[],[]]"
d8574615,"[[], []]"
d13198228,"[[], []]"
d12234955,"[[],[]]"
d5565174,"[[],[]]"
d12879439,"[[],[]]"
d8535531,"[[],[]]"
d4085447,"[[], []]"
d6276322,"[[],[]]"
d12323594,"[[""Great food, delicious sauces, perfect Algerian bread. Tasty soup!\nIt's a pitty, there is no alcohol :)"", 'We happened upon this restaurant tonight as we were wandering back to our Airbnb. It was 11pm and we were starving. We have six children, ages 9-17, and everyone loved their food. We do not speak any French, and they did an amazing job accommodating...us. They ordered for us and everything was delicious. The couscous came with a delicious vegetable sauce and chicken. It was so fresh and perfect for the kids. He also brought out plates with pasta, sautéed vegetables in a bechemel-type sauce, and seasoned rice. My husband picked out his own fresh meat from the display and had it grilled. Seriously everything was so fresh and delicious. We will go back again before we leave!More'], ['February 19, 2019', 'March 26, 2018']]"
d12952578,"[['This restaurant is located in a prime location, near Bilbao and Iglesia Metro stations. They have outside seating and a few cozy tables inside. \n\nThe food is very nice, we ordered: \nCeviche sampler 8/10 (good quality)\nPapas a la huancaina 5/10 (not spicy)\nSeafood rice...9/10 (very nice) \n\nThe staff was average, they forgot to bring us the appetizer.More'], ['June 24, 2018']]"
d1038835,"[[], []]"
d13296939,"[['Loved it. \nI was there with 20 friends. Great menu and service. Highly recommend this place :) \nNext time again!', 'Had dinner here after receiving a recommendation - we were not disappointed! Great selection of beers, very friendly staff, food was excellent! Leave space for desert - the goats cheese cheesecake was soooo good! I’ll be back if I’m in the area again.', 'A Great lunch place with very nice food. Select Tapas or a 3 course Menu and they have some nice Wines.  great service.'], ['February 18, 2020', 'December 4, 2019', 'October 5, 2019']]"
d10073799,"[['Unfortunately can’t give more than 3 stars since I’ve ordered a pizza specifically with no eggs and dairy and it came with an inch of cheese. I’m not super picky about my food even though I’m allergic to milk products so I have just removed...the cheese and proceeded to eat the pizza.More'], ['August 26, 2018']]"
d10698003,"[[],[]]"
d11615475,"[[],[]]"
d12281790,"[[],[]]"
d5486581,"[[],[]]"
d970070,"[[],[]]"
d13296811,"[[],[]]"
d10400824,"[[],[]]"
d12712244,"[[],[]]"
d6702774,"[[],[]]"
d8339754,"[[],[]]"
d10424437,"[[],[]]"
d997608,"[[], []]"
d4452654,"[['.v..ffgtcfvfhb gdsfyvftnh frcghcsfvctgdth gfsegyhhu tefhufdxyhfcgyhg tguhgrffyb ddefvtcdthu uhhtfukjgcf', 'I went this place twice in the lat year.\nAtmosphere fine and quiet, staff very polite and smiling, large choice of fresh sea food and choice of champagne and most famous brand of Italian Prosecco.\nThe quality is excellent and it is a place to...go at all.More', ""If you are in Rome our nearby you have to make a detour don 't get trapper by the tourist restaurants in the center of Rome.  If you realy want to eat great italian cuisine this is the place to be without a donut.  Everything...is frech and home made.  You'll enjoy this place 100% . Try the seafood aswell. Great place !!!More""], ['February 17, 2020', 'August 17, 2019', 'September 6, 2018']]"
d2481488,"[[],[]]"
d6700664,"[[],[]]"
d8339544,"[[],[]]"
d4767800,"[[],[]]"
d2147304,"[[],[]]"
d13307726,"[['Super tasty homemade pasta and pizza!\nThe staff was really helpful and the price was not expensive at all.', 'the italian food was amazing, almost as good as being in Italy and the deserts were wonderful, I would definitely go there again, reasonably priced.'], ['April 14, 2019', 'April 13, 2019']]"
d7125485,"[[],[]]"
d12355863,"[[],[]]"
d9570812,"[[],[]]"
d12415049,"[[],[]]"
d12160496,"[[],[]]"
d1343499,"[[],[]]"
d7124403,"[['Usual czech cuisine for locals in medicine clinic. Cheap, different dietary menu, but various for each of diet plans. Works from not early morning to 14.30pm, fridays to 14.00 pm. There were two courts for two: soup and the main dish. All were classic czech...cuisine and too cheap - 119 kr (less than 5 euro.More'], ['October 20, 2019']]"
d5294192,"[[], []]"
d12353487,"[[],[]]"
d11686704,"[[],[]]"
d4817723,"[['The Heutiger Windisch is the traditional Heutiger located at the ten districts in the City Vienna, very nice sitting with ""Wein leaves"", providing owners Weine and traditional Viennese food. \nThe Heutiger is a part of ""Vienna City Hiking Trail 7"" the mostly Hiker know where...get good food and drink around hike route. Food was good, the staff are nice, helpful.More', 'Eating a classic wiener schnitzel in these place. Food was good but location not too clean and old.\nWaiter was ok..'], ['June 19, 2020', 'September 7, 2019']]"
d12868561,"[['We went here for our anniversary and had a package deal with dinner and prosecco and then the variete show afterwards.  Dinner was great and they were very attentive.  There are enough choices in the pre-booked menu and the quality and quantity were very good....We also enjoyed the show and got a great cocktail in the theater!More'], ['July 11, 2018']]"
d8454337,"[[],[]]"
d4161657,"[[],[]]"
d7755779,"[[],[]]"
d13497801,"[['Come here for traditional fish and chips!\nIts a lot, beautifully presented and delicious.\nRustic skin-fried potatoes and home-made tartar sauce! You will be full and satisfied on your way out.\nDrinks are a bit overpriced, the food is not.\nEnjoy!'], ['March 20, 2018']]"
d13296894,"[[""This pictures of this hostel imply beautiful vaulted ceilings and clean, modern architecture. And the hostel is well-designed as far as hostels go, however people are coming & going constantly and smoking in the vestibule. There is so much smoke coming in and out of...the main door and front windows that it gets into the private rooms too. I reserved a private room and the first night was alright, but in the morning people could be heard talking and closing doors loudly. Worse however, smoke started coming in from under the door by other guests who were either smoking right in the front of the drafty corridor, or actually inside the building. There is just one staffer at the desk who did his best to address my concerns, but after one night I politely asked for a refund of the remaining nights of my stay and was denied. This hostel refused to give me back my money after I told them that my partner was made nauseous by the smoky conditions and we wanted to leave. We still left, but the greedy hostel kept my money. Further, Hotels.com refused to compensate me on the hostel's behalf, which is more disappointing.\n\nThis is a hostel and it's busy, loud, and smoky. They do have a simple complementary meal service and an inexpensive bar. Beyond that however, the arrogance and indifference of the hostel, and Hotels.com is offensive and I oblige you to seriously consider whether to stay here.More"", 'Extremely clean and pleasant place, delicious food and drinks, suuuch a great staff willing to help anytime! Nice music as well. Highly recommended', 'As with any hostel, when your going to choose a shared room to budget your trip, expect the unexpected with your room mates. Every night for 4 nights, somebody was checking in at 2am and having to turn the main lights on and make their...bed. Surely there’s a policy that prohibits disturbance after hours? \nOverall the bathrooms are clean, nice location to walk to the duomo with a good priced cafe in the same building. Breakfast included is your basic cereal, ham/cheese, apple/orange & yoghurt options which not a lot of people turned up for but nether the less, a good stayMore'], ['January 14, 2020', 'June 15, 2019', 'November 30, 2018']]"
d12925541,"[['Good food. Cozy atmosphere.Call them at 508-649-8913.  Have desserts too. Home style cooking. Brunch served every Saturday 12pm to 3pm. Also open 5-9pm on Saturday. Closed Sunday and Monday.'], ['June 10, 2018']]"
d11548938,"[[],[]]"
d8685231,"[[],[]]"
d9819883,"[['', '', ''], ['February 25, 2017', 'November 28, 2016', 'August 26, 2016']]"
d7687691,"[['We have spent ours at the playground at 6•C. We wanted to heat up our bodies and souls afterwards. The homemade cake and the tasty coffee and tea made it easy for us to refresh. If there was one thing to complain about: it was...too busy during the „cake rush hour“ Saturday at 4pm. But when you are soooo good at what your doing...More'], ['November 11, 2019']]"
d12663184,"[[],[]]"
d12675508,"[['This was a great lunch spot in a tourist area. Everything was homemade and delicious (especially the bread). The employees were very helpful and explained their process as well as the menu. Spoke English very well.', 'Everything served is made in house so no junk! I had the signature dish Le Kipik based off the chefs recommendation which was brilliant in flavour. Slight heat of chilli. Wish the portions were larger that’s all. Service and help from the chef was great....Would recommendMore', 'Very busy halal place, i tried supreme which came with fresh bread and lots of filling and was very delicious. I really enjoyed it'], ['April 10, 2019', 'March 28, 2019', 'March 26, 2019']]"
d5588422,"[['This place is amazing, the food is really good, and the staff is friendly the service is fast and must visit.'], ['July 31, 2018']]"
d5853771,"[[], []]"
d11885856,"[[],[]]"
d5614276,"[[],[]]"
d6427414,"[[],[]]"
d1126334,"[[''], ['November 21, 2012']]"
d12225614,"[['', '', ''], ['June 2, 2019', 'March 27, 2019', 'March 27, 2019']]"
d12231304,"[['I originally was taken here by friends but was quickly became regular customer. This is the best sushi I’ve had in Warsaw. The price is very good especially considering set sizes. I often also order delivery as it’s one of those foods you can impress...your friends with. I recommend kokoro set, overall 5/5.More', ""I've enjoyed the Sushi items in Masami specially the cooked ones, they are serving many nontraditional sushi like Chicken sushi""], ['December 17, 2018', 'November 10, 2018']]"
d7021530,"[[],[]]"
d4769127,"[['We were very happy with the food and service.  Not a posh place but in quality can definitely compete ;)', ""Me and my friends study at the library and often come here to eat, the food is average and the prices are very good! If you're after a cheap and quick eat this is the place to go! the sushi here is good as well...as reasonably priced!More""], ['July 24, 2018', 'May 4, 2018']]"
d7375639,"[[],[]]"
d8861043,"[['We stopped near here for a break on our tour and popped in to grab a quick bit to eat mid morning. We had been waiting to try currywurst so when we saw it was on sale we had to get some! It was reasonably...priced and comes with some fresh bread. It was the perfect size to share for a snack or have one on your own if you are really hungry!More', 'Awesome local food and a multilingual staff. Great rest stop on tour or just wandering around the city.'], ['June 21, 2018', 'March 29, 2018']]"
d3651612,"[[],[]]"
d7138823,"[[],[]]"
d10043086,"[[],[]]"
d6899331,"[[],[]]"
d7751484,"[[],[]]"
d2253636,"[[],[]]"
d12143119,"[['We have tried Homemate a couple of time now and it is a very easy way to get delicious dinner. We have tried Red Curry Salmon, Chicken Chirizo and Red Wine Sauce Beef. The Beef and the Salmon were really good, where as the Chicken...was dry and bland.More', 'We tried the vegan and vegetarian options and both of them were really well done! A lot of taste and plenty of food for a reasonable price.\nWould definitely order from Homemate soon!', 'Great take away meals that can be heated in the oven. All fresh, home cooked dishes, really tasteful, quick and easy. Healthy too!'], ['July 8, 2019', 'August 10, 2018', 'June 11, 2018']]"
d10359332,"[[], []]"
d12351123,"[[],[]]"
d10139004,"[[],[]]"
d13090225,"[[''], ['November 3, 2017']]"
d2478443,"[[],[]]"
d11500774,"[[], []]"
d695169,"[[],[]]"
d3681699,"[[],[]]"
d5506079,"[[],[]]"
d12438915,"[[],[]]"
d880993,"[[],[]]"
d12329089,"[[],[]]"
d10592654,"[['The staff is really good and attentive. The food is good but can be improved. The menu might seem to be a bit overpriced at first, but the serving size more than compensates for it.', 'The best thing about this place is that it opens till late, and is one of the few in this area for late diners. The desserts are great and the main course is good. The prices are helpful. The serving staff is awesome and really...helpful.More'], ['December 28, 2018', 'December 27, 2018']]"
d10339616,"[[],[]]"
d12882182,"[['We ate 3 quiche, they were all tasty. We taken also a great raspberry macaron with pistachio cream inside: really good.', 'We got breakfast from this bakery almost every morning as it was close to the apartment where we stayed. Everything was so delicious and fresh. The chocolate chip baguette and quiche were our favorites. Definitely a must visit in the area.', ""We had the best ham and cheese baguettes ever! To the point we had their baguettes and quiches for lunch throughout our three day stay in Paris. The patisserie also looked amazing! The pain au amandes and pain au chocolate are worth trying, we didn't...get chance to try the other pattisseries but if I were ever in Paris again. I would definitely come back!More""], ['May 30, 2019', 'May 17, 2019', 'March 19, 2019']]"
d12408498,"[[],[]]"
d2554964,"[[],[]]"
d5037158,"[[],[]]"
d2165729,"[[],[]]"
d10214295,"[[],[]]"
d8559780,"[[],[]]"
d5854830,"[[],[]]"
