,id,Cuisine Style
2446,d5048802,
2447,d9846538,"Bar,Pub"
2448,d1346452,
2449,d10092998,
2450,d10153898,
2451,d2307161,
2452,d4770041,
2453,d6999227,"Seafood,European,Swedish"
2454,d12644299,
2455,d6994732,"French,Cafe,Vegetarian Friendly"
2456,d5513947,
2457,d12357368,"Cafe,Spanish"
2458,d12904026,Steakhouse
2459,d10509786,"German,European,Vegetarian Friendly"
2460,d12437980,
2461,d10780634,Wine Bar
2462,d13139768,Cafe
2463,d8338481,Italian
2464,d5243316,
2465,d10380024,
2466,d959091,"German,Brew Pub,Pub"
2467,d7124713,
2468,d13313707,"Italian,Vegetarian Friendly"
2469,d13125675,"Quick Bites,American,Fast Food"
2470,d6033925,
2471,d12058160,
2472,d7178335,
2473,d12846131,"Fast Food,Vegetarian Friendly"
2474,d9748123,"Chinese,Sushi,Thai,Vietnamese"
2475,d10302453,"Bar,European,Pub,Hungarian"
2476,d8018787,
2477,d12981140,
2478,d8339935,
2479,d9994264,
2480,d9802625,Cafe
2481,d981805,
2482,d7710502,
2483,d5220238,
2484,d1334300,
2485,d6680272,Spanish
2486,d7917841,"Middle Eastern,Vegetarian Friendly,Vegan Options"
2487,d5894983,
2488,d5861784,Italian
2489,d5524876,French
2490,d12330132,
2491,d10373036,"French,Seafood"
2492,d5979455,
2493,d6514472,
2494,d4769281,
2495,d5122825,Quick Bites
2496,d5489021,
2497,d10225695,
2498,d12406954,
2499,d6420170,Spanish
2500,d12186479,"French,European"
2501,d12233186,
2502,d12400902,Vegetarian Friendly
2503,d10643047,
2504,d10090935,"Italian,Mediterranean,Vegetarian Friendly"
2505,d5897282,
2506,d5122024,
2507,d8591199,
2508,d11718304,
2509,d10328491,"Specialty Food Market,Italian,Vegetarian Friendly"
2510,d12670673,
2511,d5512519,
2512,d1051991,
2513,d2292627,"Dessert,Cafe,European"
2514,d11726692,
2515,d4149068,
2516,d8338615,
2517,d10810357,"European,Portuguese"
2518,d8669398,
2519,d11749811,"Cafe,Turkish"
2520,d1350447,"German,European,Central European"
2521,d7817857,"Bakeries,French,Vegetarian Friendly"
2522,d12146830,"Thai,Vegetarian Friendly,Vegan Options"
2523,d10151231,"French,European,Healthy"
2524,d8610918,
2525,d12147333,Cafe
2526,d8737348,
2527,d8434474,
2528,d11921719,"South American,Vegan Options"
2529,d11773873,"French,Vegetarian Friendly"
2530,d877245,"Fast Food,European,Danish"
2531,d5776107,"Mediterranean,Spanish,Soups"
2532,d7274301,"European,Hungarian,Vegetarian Friendly"
2533,d8068669,"Moroccan,Mediterranean"
2534,d5122705,Fast Food
2535,d10737209,"German,Cafe,European"
2536,d11965233,Cafe
2537,d12670532,"Bar,Pub"
2538,d10041438,"Asian,Thai,Vegetarian Friendly"
2539,d8262489,"French,Pizza,Cafe"
2540,d6732755,
2541,d12158078,"Cafe,European,Grill"
2542,d7656418,French
2543,d6223165,
2544,d12173633,"European,Portuguese"
2545,d4769189,
2546,d9872344,"Dutch,Bar,European"
2547,d12481595,"Japanese,Sushi,Vegetarian Friendly"
2548,d12820231,Fast Food
2549,d10712260,"Brazilian,South American"
2550,d5865385,"Mediterranean,Spanish"
2551,d9742583,"Fast Food,Turkish,Middle Eastern"
2552,d11444479,"Quick Bites,Fast Food"
2553,d7593254,"Austrian,European"
2554,d11979613,
2555,d12328638,"Italian,Mediterranean,Vegetarian Friendly"
2556,d4911062,"Chinese,Fast Food,Asian,Cantonese"
2557,d12169186,Spanish
2558,d12139506,Cafe
2559,d10156461,
2560,d4701691,
2561,d10432315,"German,Cafe,Deli"
2562,d9769924,Cafe
2563,d11789094,
2564,d5799869,"French,European"
2565,d1344087,"German,European,Croatian"
2566,d6163786,Dessert
2567,d7104794,American
2568,d7375924,
2569,d12982111,"Mediterranean,Spanish"
2570,d12706207,"Asian,Thai,Vietnamese"
2571,d11633782,"Chinese,Sushi"
2572,d7378989,"Bakeries,Dutch,Cafe"
2573,d8117836,
2574,d11878056,"German,Austrian,European,Central European"
2575,d2238042,"German,European,Contemporary"
2576,d10045612,"Bar,Pub,Vegetarian Friendly"
2577,d11667056,
2578,d8341637,
2579,d5949091,"European,Swedish"
2580,d12341553,"Cafe,European,Wine Bar"
2581,d1418088,
2582,d8834602,"Bar,Pub"
2583,d4925360,Fast Food
2584,d991500,"Mediterranean,Spanish,Healthy"
2585,d5531503,Fast Food
2586,d5607884,
2587,d1074894,
2588,d12357250,
2589,d7975549,
2590,d10530952,
2591,d10833572,German
2592,d10637638,
2593,d12462827,
2594,d12320797,Cafe
2595,d7312311,"Italian,Cafe"
2596,d5953062,
2597,d11715119,
2598,d1342374,
2599,d1326621,"Lebanese,Mediterranean,Middle Eastern"
2600,d1344076,
2601,d1330647,
2602,d1037202,"Italian,Vegetarian Friendly"
2603,d9739399,"Cafe,Fast Food,Vegetarian Friendly"
2604,d5965198,
2605,d10140442,"Swiss,European"
2606,d12029148,
2607,d12430654,"European,Central European,Hungarian"
2608,d10371886,Pub
2609,d12126435,
2610,d6453710,Spanish
2611,d10842731,
2612,d12219032,
2613,d10353194,
2614,d12153318,
2615,d7618751,African
2616,d8293129,Pub
2617,d12289536,"Cafe,Healthy,Soups"
2618,d1044879,
2619,d10535725,Fast Food
2620,d13198098,"Italian,Vegetarian Friendly"
2621,d5122240,
2622,d11717846,"Quick Bites,Fast Food"
2623,d12658595,"Italian,Vegetarian Friendly"
2624,d7062912,
2625,d8462268,"Mediterranean,Spanish"
2626,d5790597,
2627,d10804305,"Italian,Mediterranean,Vegetarian Friendly"
2628,d4167812,
2629,d10594026,
2630,d12695389,Cafe
2631,d3709262,German
2632,d7928491,
2633,d10279811,"Cafe,European"
2634,d5954987,
2635,d8773599,
2636,d11626818,
2637,d13313748,
2638,d8339884,
2639,d5617412,
2640,d5614387,
2641,d11909286,
2642,d5778615,
2643,d8854162,"Fast Food,Vegetarian Friendly"
2644,d9791240,"Mediterranean,Middle Eastern,Arabic"
2645,d5430075,"Italian,Mediterranean"
2646,d8460513,Healthy
2647,d7694431,
2648,d10467593,"Quick Bites,German,Fast Food"
2649,d11659467,French
2650,d12952756,
2651,d12105033,"Fast Food,Asian,Thai"
2652,d5809915,
2653,d8489842,
2654,d12795805,
2655,d10146069,
2656,d12906509,"Quick Bites,Fast Food"
2657,d8274263,
2658,d12652927,
2659,d11729216,
2660,d5851755,
2661,d8543091,"Dessert,Cafe,Deli"
2662,d4881597,
2663,d4698842,Dessert
2664,d8341149,
2665,d7277877,
2666,d12374297,
2667,d997413,
2668,d10770025,Asian
2669,d8473529,
2670,d10387423,
2671,d9848583,
2672,d5936514,
2673,d3469308,
2674,d8036318,
2675,d10335975,Spanish
2676,d1967937,Cafe
2677,d13222001,Greek
2678,d5972277,"Cafe,Vegetarian Friendly"
2679,d4814835,British
2680,d5890468,Chinese
2681,d2650297,French
2682,d3709521,
2683,d9750250,
2684,d10771996,"Italian,Mediterranean,European"
2685,d7303687,Vegetarian Friendly
2686,d5776111,"Mediterranean,Spanish"
2687,d11965831,
2688,d12915944,
2689,d4883948,
2690,d987918,"Mediterranean,Spanish,Vegetarian Friendly"
2691,d12423080,
2692,d12154798,
2693,d10805589,Pizza
2694,d7026017,French
2695,d12946443,
2696,d10470568,
2697,d5863923,
2698,d12563132,Cafe
2699,d12789860,"Bar,Pub"
2700,d5818397,"Fast Food,Turkish,Middle Eastern,Kosher"
2701,d7319177,"Italian,Pizza"
2702,d5770272,Spanish
2703,d8771801,"Austrian,European"
2704,d12170617,"French,Bar,Pub"
2705,d1359693,
2706,d12185528,
2707,d11837651,"German,European"
2708,d12569102,
2709,d4148547,
2710,d7365708,Greek
2711,d5922033,"German,Austrian,Bar"
2712,d8472692,
2713,d7361468,
2714,d5506565,
2715,d8806051,
2716,d4469008,"Steakhouse,Spanish,Argentinean"
2717,d12848754,"Barbecue,European,Portuguese"
2718,d8424304,
2719,d11721669,
2720,d9712051,"Italian,Cafe"
2721,d10785249,
2722,d1337250,
2723,d5771798,
2724,d6719566,
2725,d5615764,
2726,d4913173,Pizza
2727,d1091107,
2728,d1043902,
2729,d10250663,
2730,d13140471,"Italian,Pizza,Vegetarian Friendly"
2731,d5884445,American
2732,d11829473,
2733,d8842542,
2734,d5519160,
2735,d13171766,
2736,d3461265,
2737,d10643612,
2738,d12600274,French
2739,d5609129,"Mediterranean,Spanish"
2740,d12180474,Pub
2741,d11659366,
2742,d7214109,
2743,d13405584,
2744,d8818940,"Austrian,European,Vegetarian Friendly"
2745,d9976943,
2746,d7267884,
2747,d11643557,
2748,d10266752,Spanish
2749,d6418528,
2750,d8135374,
2751,d8393259,Cafe
2752,d1349279,
2753,d2068586,
2754,d8073370,
2755,d9729056,"Bar,Mediterranean,Spanish"
2756,d8606830,
2757,d8406998,"American,Fast Food"
2758,d2090817,Cafe
2759,d2084920,
2760,d8563265,
2761,d9452774,
2762,d12802847,"Italian,European,Central European"
2763,d11921779,Mediterranean
2764,d8423393,
2765,d8591577,
2766,d10188827,Asian
2767,d8338696,"Italian,Cafe,Vegetarian Friendly"
2768,d11882712,"Italian,Mediterranean,Vegetarian Friendly"
2769,d12436717,
2770,d10594859,"Spanish,Vegetarian Friendly,Vegan Options"
2771,d11880647,
2772,d12218715,
2773,d11180559,French
2774,d8463049,
2775,d10044337,
2776,d1381384,
2777,d795139,
2778,d1034216,
2779,d3384827,
2780,d8040805,
2781,d5793161,
2782,d13121108,
2783,d5817299,
2784,d12959772,
2785,d8807807,
2786,d11935433,German
2787,d6637530,
2788,d10133858,
2789,d4221369,"Latin,Spanish"
2790,d10735753,"American,Irish,Bar"
2791,d7101577,
2792,d13135742,
2793,d7934744,
2794,d2261629,
2795,d9793676,
2796,d5768344,
2797,d991479,
2798,d8697126,
2799,d8765537,
2800,d12959621,British
2801,d1037259,
2802,d7124048,
2803,d12495310,"French,European,Vegetarian Friendly"
2804,d5484863,
2805,d10034042,
2806,d9789616,"European,Czech"
2807,d12511970,Fast Food
2808,d7291587,French
2809,d11808372,Cafe
2810,d10521072,American
2811,d1763898,European
2812,d10061528,Cafe
2813,d11933039,"Indian,Asian,Healthy"
2814,d7824116,
2815,d10696507,Turkish
2816,d10425898,"Cafe,Pub"
2817,d10108860,
2818,d12326729,"Italian,Bar,Pub"
2819,d12170352,Vegetarian Friendly
2820,d1977489,"Swiss,European"
2821,d5794940,"Chinese,Asian,Vegetarian Friendly"
2822,d12641821,
2823,d2239141,
2824,d5958954,
2825,d8730151,French
2826,d11917918,"Italian,Vegetarian Friendly,Vegan Options"
2827,d5778726,
2828,d719061,Wine Bar
2829,d9607221,"Austrian,Bar,European,Pub"
2830,d12954701,"Bar,Spanish,Pub"
2831,d11852937,"Bar,European,Pub"
2832,d3498695,"German,European"
2833,d12248538,"Japanese,Sushi,Asian,Vegetarian Friendly"
2834,d5529357,
2835,d9772877,
2836,d7805066,
2837,d10537317,
2838,d5433452,
2839,d8338479,
2840,d8363369,
2841,d12017850,
2842,d12005807,"Bakeries,Cafe,European,Vegetarian Friendly"
2843,d12702530,Dessert
2844,d11661957,French
2845,d9974974,
2846,d10874688,
2847,d10674791,
2848,d5949427,
2849,d10367087,
2850,d11812750,"Italian,Vegetarian Friendly"
2851,d12218373,"Turkish,Middle Eastern,Vegetarian Friendly"
2852,d12242272,
2853,d8491270,
2854,d10497849,
2855,d1340172,
2856,d8450326,"Asian,Thai"
2857,d7186376,"Belgian,European"
2858,d9563493,Cafe
2859,d10782659,"International,Vegetarian Friendly,Vegan Options"
2860,d9766274,
2861,d4601489,French
2862,d4803221,
2863,d8447761,
2864,d12221297,Cafe
2865,d4149261,"German,European,Vegetarian Friendly"
2866,d5267617,Vegetarian Friendly
2867,d12537216,"Italian,Pizza,Mediterranean"
2868,d5890647,French
2869,d7123784,
2870,d10297985,"European,Hungarian,Vegetarian Friendly"
2871,d715482,
2872,d8764458,Vegetarian Friendly
2873,d12219557,"Quick Bites,Chinese,Fast Food"
2874,d3709223,
2875,d10096430,Spanish
2876,d4474379,
2877,d5804401,
2878,d997209,
2879,d12050621,
2880,d5121450,Fast Food
2881,d12657457,"Cafe,Fast Food,Vegetarian Friendly"
2882,d8180244,
2883,d8465468,"Italian,Bar,Pub"
2884,d988024,
2885,d5929709,
2886,d11489057,"French,European,Wine Bar"
2887,d13323261,"Quick Bites,Fast Food"
2888,d5795964,
2889,d8692585,
2890,d11813249,
2891,d1050549,
2892,d9991537,French
2893,d5800216,Italian
2894,d8695881,
2895,d12554927,"Bar,European,Pub"
2896,d12929620,"Mediterranean,Greek,Vegetarian Friendly"
2897,d8421343,
2898,d10532932,
2899,d5439482,
2900,d11894338,
2901,d5778496,French
2902,d12336098,"European,Spanish"
2903,d3566437,
2904,d4925385,
2905,d5816926,"Mediterranean,Vegetarian Friendly,Vegan Options"
2906,d8462230,"Chinese,Japanese,Sushi"
2907,d10037529,"Spanish,Vegetarian Friendly"
2908,d10377541,
2909,d11747446,"Bar,Cafe,Pub"
2910,d8341126,
2911,d10351207,Pizza
2912,d5529388,
2913,d10748643,
2914,d8274912,
2915,d13136328,Turkish
2916,d5795285,
2917,d13008588,Cafe
2918,d7755549,
2919,d4274493,
2920,d8530283,"Fast Food,Vegetarian Friendly"
2921,d1967662,
2922,d12524217,Cafe
2923,d11945842,"Bar,Cafe,Spanish"
2924,d11801590,"Chinese,Asian,Vegetarian Friendly"
2925,d8490136,
2926,d5963762,"Mediterranean,Spanish"
2927,d754356,
2928,d4546389,
2929,d7360791,"European,Portuguese"
2930,d13275836,"Chinese,Japanese,Asian,Vietnamese"
2931,d12607480,"Bar,European"
2932,d1019785,"Swiss,European"
2933,d719109,
2934,d6415892,Vegetarian Friendly
2935,d10809895,
2936,d12289130,
2937,d5776220,
2938,d1358938,"German,European,Spanish"
2939,d6870918,
2940,d3422485,"Italian,Pizza,Mediterranean"
2941,d11842128,French
2942,d8683149,
2943,d5952843,
2944,d5979332,
2945,d10487892,
2946,d10070940,"Cafe,Vegetarian Friendly,Vegan Options"
2947,d11921719,"South American,Vegan Options"
2948,d990772,
2949,d8133955,"Italian,Pizza"
2950,d5609064,"Mediterranean,Spanish"
2951,d11858049,Cafe
2952,d12087888,
2953,d7247945,"Seafood,Mediterranean,Spanish"
2954,d10338301,"African,Ethiopian,Vegetarian Friendly"
2955,d5522062,Fast Food
2956,d5981083,
2957,d8768713,
2958,d10147470,"Cafe,European,Danish"
2959,d10267135,
2960,d8497182,"Japanese,Sushi,Asian"
2961,d5800396,
2962,d8460536,Mexican
2963,d8370154,Spanish
2964,d12597937,
2965,d2156563,"Italian,Vegetarian Friendly"
2966,d5953246,
2967,d8297652,
2968,d12130136,Cafe
2969,d12803556,Italian
2970,d12249502,Chinese
2971,d7106524,
2972,d1335702,
2973,d8492523,Deli
2974,d10788526,
2975,d8592394,
2976,d1341422,"Fast Food,Turkish,Middle Eastern"
2977,d6180037,"Italian,Pizza,Seafood"
2978,d5860383,
2979,d8466674,
2980,d2044277,"Steakhouse,Vegetarian Friendly"
2981,d7352449,Cafe
2982,d10747002,
2983,d8438191,Cafe
2984,d10824993,"Italian,Pizza"
2985,d11775663,American
2986,d4768953,
2987,d7349178,
2988,d9986892,
2989,d5122822,"Polish,European"
2990,d4913193,"Quick Bites,Japanese,Fast Food"
2991,d10033339,
2992,d10797936,
2993,d4285317,
2994,d10136321,"Cafe,Deli"
2995,d10835398,
2996,d12607828,
2997,d10821586,Healthy
2998,d10459152,
2999,d11916478,
3000,d7251971,Italian
3001,d8643311,
3002,d7138244,
3003,d8084514,Pub
3004,d986425,
3005,d5981839,
3006,d5798469,"French,Bar,European"
3007,d8732455,
3008,d8416936,Steakhouse
3009,d10687740,
3010,d9814439,"Bar,Cafe,Pub"
3011,d5526523,
3012,d6719444,"Italian,Mediterranean"
3013,d11702319,French
3014,d13076814,Vietnamese
3015,d10830552,"Italian,Pizza,Turkish"
3016,d8363959,Cafe
3017,d5615720,
3018,d5799133,French
3019,d11831381,
3020,d1014823,
3021,d9802625,Cafe
3022,d9790245,
3023,d1048525,
3024,d4714358,
3025,d5851655,"German,Cafe,Vegetarian Friendly"
3026,d8626125,
3027,d1627392,"Italian,Steakhouse,Barbecue"
3028,d9763307,
3029,d718286,"German,Vegetarian Friendly"
3030,d5812795,
3031,d9820201,
3032,d2217907,
3033,d10628951,
3034,d1332614,
3035,d10198118,
3036,d4609453,
3037,d9819609,"Bar,Pub"
3038,d6868888,
3039,d1039646,
3040,d10538213,
3041,d11923581,Chinese
3042,d6969713,
3043,d6700477,"Indian,Vegetarian Friendly,Vegan Options"
3044,d10096565,
3045,d9846497,"Japanese,Sushi,Asian"
3046,d7952242,
3047,d12149010,Deli
3048,d8731096,
3049,d13417628,
3050,d12063958,"French,European"
3051,d12545651,
3052,d5587738,
3053,d1826554,
3054,d5796202,Spanish
3055,d11881046,
3056,d5956647,"Cafe,European,Swedish"
3057,d4947002,Cafe
3058,d5532299,"Italian,Vegetarian Friendly"
3059,d12138537,"Mediterranean,Turkish,Halal"
3060,d5936233,
3061,d1945825,"Austrian,European,Vegetarian Friendly"
3062,d12151596,"Japanese,Sushi,Asian"
3063,d5862177,"Mediterranean,Turkish,Middle Eastern"
3064,d10214438,
3065,d8339621,
3066,d12404501,
3067,d10305514,"Dessert,Cafe,Greek"
3068,d5607663,
3069,d6651217,"Eastern European,Vegetarian Friendly,Vegan Options"
3070,d10805608,"Argentinean,South American"
3071,d4752166,
3072,d9767219,Vietnamese
3073,d7342193,Fast Food
3074,d6977358,"Cafe,European"
3075,d11751474,"Mediterranean,Catalan,Vegetarian Friendly"
3076,d8355884,
3077,d12571169,"Mediterranean,European,Portuguese"
3078,d12950858,Fast Food
3079,d8319843,
3080,d11660314,
3081,d12001561,
3082,d12557430,"French,Vegetarian Friendly"
3083,d6427415,
3084,d5820511,
3085,d12384191,
3086,d12669307,"Swiss,European"
3087,d7714817,
3088,d1202472,
3089,d6225143,"Bakeries,Vegetarian Friendly"
3090,d8673906,
3091,d6181745,
3092,d8298099,"Italian,Bar,Cafe"
3093,d13124503,
3094,d10663008,"Swiss,Cafe,European"
3095,d11909506,
3096,d9581300,
3097,d4911023,
3098,d5453838,"Vegetarian Friendly,Vegan Options"
3099,d11881751,
3100,d10516108,
3101,d5981537,Fast Food
3102,d10287073,"Quick Bites,Cafe,Fast Food"
3103,d5776346,"Mediterranean,Spanish"
3104,d12091192,
3105,d12012215,"Italian,Pizza,Cafe"
3106,d8483258,German
3107,d5986466,"Bar,Pub"
3108,d8433896,"Mediterranean,Spanish"
3109,d12148033,"Mediterranean,Greek,Vegetarian Friendly"
3110,d12895543,
3111,d1356039,"German,Cafe,Vegetarian Friendly"
3112,d10729817,
3113,d9740009,Italian
3114,d9978806,"Mediterranean,Spanish"
3115,d9875523,"Italian,Vegetarian Friendly"
3116,d13312967,"Italian,Mediterranean"
3117,d12500076,
3118,d5822444,
3119,d8664433,"American,Cafe,Fast Food"
3120,d5098584,
3121,d12633498,
3122,d10125029,Pizza
3123,d12851628,
3124,d11921282,
3125,d12674388,"Quick Bites,Fast Food"
3126,d8515491,
3127,d12404593,Cafe
3128,d8601869,
3129,d8513186,"Italian,Pizza,Vegetarian Friendly"
3130,d7369211,
3131,d10465773,"Dutch,European,Vegetarian Friendly"
3132,d10479817,Spanish
3133,d12926154,
3134,d7993583,"Seafood,Spanish"
3135,d7249764,Spanish
3136,d13197442,
3137,d12611014,Cafe
3138,d8435386,
3139,d11918709,
3140,d5864336,Spanish
3141,d5848220,"Specialty Food Market,Italian"
3142,d8665104,
3143,d12320431,"Asian,Korean"
3144,d8365400,
3145,d5884328,
3146,d8461972,"African,Ethiopian"
3147,d2208694,"Austrian,European,Vegetarian Friendly"
3148,d1354728,
3149,d1418274,
3150,d12980375,Vegetarian Friendly
3151,d5776298,"Steakhouse,Spanish"
3152,d5581008,
3153,d5041905,
3154,d7166113,
3155,d4177590,
3156,d8385262,International
3157,d5243276,
3158,d5531501,
3159,d10373774,
3160,d7156012,
3161,d12301225,"Sushi,Asian,Vietnamese"
3162,d12001843,"Bar,Pub"
3163,d10920442,"Italian,Cafe,Vegetarian Friendly"
3164,d8467613,"Italian,Pizza,Vegetarian Friendly"
3165,d10844950,"Italian,Russian"
3166,d10965926,
3167,d5795941,
3168,d13225861,"Italian,European"
3169,d12854822,
3170,d5819363,"Cafe,Vegetarian Friendly"
3171,d12859007,
3172,d5959916,
3173,d13076704,German
3174,d9995787,
3175,d8656687,
3176,d9767567,
3177,d7913090,"Italian,Vegetarian Friendly,Vegan Options"
3178,d8765793,"Mediterranean,European,Spanish"
3179,d7045707,"Italian,Pizza,Mediterranean"
3180,d11718806,
3181,d10516727,Spanish
3182,d5814616,
3183,d5870519,
3184,d2046172,
3185,d8003938,
3186,d10042463,
3187,d12206883,"Vietnamese,Vegetarian Friendly,Vegan Options"
3188,d7987006,"Spanish,Vegan Options"
3189,d8865666,
3190,d8339972,"Italian,Vegetarian Friendly"
3191,d8613555,
3192,d11842702,
3193,d1019270,
3194,d10692754,
3195,d2067131,
3196,d8516135,"Polish,European"
3197,d1327653,"Fast Food,Turkish,Middle Eastern"
3198,d10121306,"French,Cafe,Fast Food"
3199,d11666691,
3200,d4768769,"European,Pub,Czech"
3201,d5523436,
3202,d5823827,
3203,d1035556,
3204,d5775932,
3205,d4924828,"Fast Food,Middle Eastern"
3206,d7291575,French
3207,d5444939,"Chinese,Japanese,Asian"
3208,d3442890,
3209,d8378583,Vegetarian Friendly
3210,d5513624,Fast Food
3211,d12716255,"Asian,Korean"
3212,d1340523,Greek
3213,d10061975,Vegetarian Friendly
3214,d6368381,
3215,d12947516,
3216,d7983135,
3217,d5616515,
3218,d9566709,"German,Cafe"
3219,d3384978,"Bar,Pub"
3220,d5952782,
3221,d6229764,French
3222,d8338318,"Italian,Pizza"
3223,d12161485,
3224,d12326748,"French,Fusion"
3225,d12350302,
3226,d9756808,Cafe
3227,d12508469,"Asian,Indonesian,Vegetarian Friendly"
3228,d10032995,
3229,d10771356,"Indian,Spanish,Vegetarian Friendly"
3230,d12652244,"Italian,Pizza,Seafood"
3231,d8592171,
3232,d9815007,"Bar,Pub"
3233,d9730729,
3234,d11904112,
3235,d10230549,
3236,d12323278,"European,Czech"
3237,d6484913,"American,Fast Food"
3238,d11655667,German
3239,d8338649,Dessert
3240,d12594245,"French,Bar,Fast Food,Barbecue"
3241,d8711299,
3242,d5862959,
3243,d9983573,Fast Food
3244,d5866674,
3245,d10711750,"Fast Food,Turkish,Middle Eastern"
3246,d987885,"Mediterranean,European,Spanish"
3247,d11703089,
3248,d9795190,
3249,d7056696,
3250,d7985282,
3251,d8609101,Vegetarian Friendly
3252,d12410431,"Bar,Pub"
3253,d1228725,"Fast Food,Turkish,Middle Eastern"
3254,d10047799,Mediterranean
3255,d10628967,
3256,d8482382,"Bar,Seafood,British"
3257,d2248943,
3258,d2232694,
3259,d719835,"American,Brew Pub,Street Food"
3260,d11965269,Deli
3261,d5608999,
3262,d8796039,
3263,d5890561,"Fast Food,Turkish"
3264,d5523176,Fast Food
3265,d13138496,"Bakeries,Italian"
3266,d5509799,
3267,d12458511,"Asian,Thai,Malaysian"
3268,d7003998,
3269,d10623137,"Spanish,Vegetarian Friendly"
3270,d8505860,
3271,d7282965,"Quick Bites,American,Fast Food"
3272,d11777429,"Bar,Pub"
3273,d8640592,"Mediterranean,European,Spanish"
3274,d10532906,"Indian,Asian,Vegetarian Friendly"
3275,d5810990,
3276,d10147032,
3277,d7613482,"French,Vegetarian Friendly"
3278,d1879366,
3279,d997945,"Mediterranean,Spanish,Vegetarian Friendly"
3280,d8037921,
3281,d1335030,
3282,d3355624,"European,Vegetarian Friendly"
3283,d10842366,
3284,d10400120,
3285,d5220167,Sushi
3286,d5529308,
3287,d8394674,
3288,d11880843,"Quick Bites,Fast Food"
3289,d4506930,
3290,d4924830,Pizza
3291,d10066656,
3292,d8179894,
3293,d9839698,
3294,d7361029,Cafe
3295,d12070859,
3296,d5489179,"Mediterranean,Spanish"
3297,d12421714,
3298,d10696498,"Moroccan,Cafe,Mediterranean"
3299,d5787469,
3300,d8338609,Italian
3301,d8340875,"Italian,Fast Food"
3302,d11921279,"Mediterranean,Spanish"
3303,d12351755,Cafe
3304,d9877727,"Lebanese,Mediterranean,Middle Eastern"
3305,d12644399,
3306,d8864234,Cafe
3307,d1341808,"Italian,Mediterranean,Vegetarian Friendly"
3308,d11756483,French
3309,d10784574,
3310,d5868053,"Mediterranean,Spanish"
3311,d8338267,
3312,d12124508,"European,Portuguese"
3313,d2146051,"Japanese,Sushi,Asian"
3314,d12138579,Chinese
3315,d8808837,"French,Spanish,Basque"
3316,d11933149,"Spanish,Vegetarian Friendly,Vegan Options"
3317,d12630765,Spanish
3318,d11877378,Spanish
3319,d8841599,Pub
3320,d10302912,
3321,d12095551,"Italian,Mediterranean"
3322,d8339886,
3323,d9741588,
3324,d8799462,
3325,d803083,
3326,d10724231,Dessert
3327,d1356675,
3328,d10028035,
3329,d4359441,
3330,d11768645,
3331,d2572641,
3332,d8659390,
3333,d12074011,
3334,d10630492,"Bar,Pub,Vegetarian Friendly"
3335,d9730266,"Pub,Gastropub"
3336,d5813216,
3337,d12438320,
3338,d7266638,
3339,d10467092,
3340,d8377125,"Italian,Vegetarian Friendly"
3341,d13154033,Japanese
3342,d8338621,Italian
3343,d13171754,Spanish
3344,d12538459,
3345,d9860737,"French,International"
3346,d5778732,
3347,d9594856,
3348,d12897883,Cafe
3349,d5122091,
3350,d5822495,
3351,d5788001,
3352,d10339532,
3353,d1022048,
3354,d12728053,"Quick Bites,Japanese,Cafe"
3355,d12946675,"Asian,Korean"
3356,d10041769,"French,International"
3357,d10468098,"Chinese,Asian"
3358,d1192749,"Italian,Barbecue"
3359,d5433456,
3360,d7133716,German
3361,d5598314,
3362,d5932484,"French,Bar,European"
3363,d4149149,Mediterranean
3364,d8368338,
3365,d2248857,"Fast Food,Vegetarian Friendly"
3366,d7616061,"Cafe,Vegetarian Friendly"
3367,d8050336,"Italian,Pizza,Vegetarian Friendly"
3368,d8856919,"Cafe,Vegetarian Friendly"
3369,d5866249,"French,Bar,European"
3370,d7690484,
3371,d8077042,
3372,d5793647,
3373,d10047940,Cafe
3374,d5487636,Spanish
3375,d7938194,
3376,d8462243,"Peruvian,South American"
3377,d1038814,"German,Fast Food,Vegetarian Friendly"
3378,d5122125,
3379,d12321040,French
3380,d1318380,Indian
3381,d12320792,
3382,d8493676,"Italian,Vegetarian Friendly"
3383,d8339759,
3384,d10678385,
3385,d5853064,"European,Portuguese"
3386,d1323406,
3387,d7820421,"Mediterranean,Spanish,Vegetarian Friendly"
3388,d6694993,"Lebanese,Mediterranean,Middle Eastern"
3389,d7132009,
3390,d12103854,
3391,d12229201,Cafe
3392,d5244315,Turkish
3393,d1329052,French
3394,d12955066,
3395,d8769613,Healthy
3396,d7789050,"Mediterranean,European,Spanish"
3397,d11945643,"Lebanese,Mediterranean,Middle Eastern"
3398,d1350503,Italian
3399,d7998142,
3400,d1828618,"Austrian,European,Central European"
3401,d1358239,
3402,d5870596,
3403,d10832843,"Chinese,Japanese,Sushi"
3404,d12951720,"French,Diner"
3405,d5795952,Spanish
3406,d7674785,"Italian,Bar,Mediterranean"
3407,d12141815,
3408,d13129631,
3409,d10384739,
3410,d10831315,
3411,d3348649,
3412,d12447709,"Italian,Vegetarian Friendly"
3413,d12219483,
3414,d8434866,
3415,d5122878,
3416,d13123209,Greek
3417,d11929437,"Steakhouse,Latin,Spanish"
3418,d8088040,
3419,d12524554,
3420,d8375833,
3421,d9872411,
3422,d2169870,
3423,d11317172,"Mediterranean,Spanish,Vegan Options"
3424,d7993438,Fast Food
3425,d11933040,
3426,d6131966,
3427,d2014414,"Bar,Vegetarian Friendly"
